"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q8","Q9_First.Click","Q9_Last.Click","Q9_Page.Submit","Q9_Click.Count","Q13","Q10_First.Click","Q10_Last.Click","Q10_Page.Submit","Q10_Click.Count","Q11_First.Click","Q11_Last.Click","Q11_Page.Submit","Q11_Click.Count","Q12_First.Click","Q12_Last.Click","Q12_Page.Submit","Q12_Click.Count","id","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q2_15","Q2_16","Q2_17","Q2_18","Q2_19","Q2_20","Q2_21","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q5_15","Q5_16","Q5_17","Q5_18","Q5_19","Q5_20","totalbad"
"286","4/24/18 22:03","4/24/18 22:10",0,"146.7.4.88",100,437,1,"4/24/18 22:10","R_2dSYGZWhGrWU0NL",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,56.072,56.072,65.714,1,"19",12.791,133.396,136.682,27,12.269,119.172,122.544,21,12.614,121.217,124.087,23,55265,4,2,3,4,4,3,4,4,4,3,5,5,1,3,4,4,5,4,3,4,1,4,4,4,5,4,5,2,3,4,3,2,4,4,5,4,2,4,1,5,4,5,5,2,4,4,3,4,3,4,5,4,4,3,4,3,3,4,3,3,2,3
"287","4/24/18 23:27","4/24/18 23:37",0,"173.19.7.37",100,583,1,"4/24/18 23:37","R_2uqiIeJE0Ww1wAW",NA,NA,NA,NA,37.14889526,-93.26139832,"anonymous","EN",1,6.692,9.332,11.934,2,"21",11.412,160.932,162.574,24,3.334,173.672,175.744,23,25.236,253.858,255.154,31,54595,4,4,4,4,4,4,5,3,3,3,3,4,3,3,4,4,3,3,4,4,1,3,4,4,3,3,4,2,2,4,3,2,4,3,4,4,3,2,2,4,4,4,3,5,4,2,2,4,4,4,2,5,2,4,4,4,3,4,4,4,3,2
"288","4/25/18 0:40","4/25/18 0:46",0,"170.29.1.10",100,380,1,"4/25/18 0:46","R_1pSDbrk6KruZ0ZQ",NA,NA,NA,NA,35.5151062,-97.57409668,"anonymous","EN",1,7.652,7.652,13.905,1,"20",17.372,147.799,153.167,25,8.183,105.338,106.731,20,5.224,98.844,99.929,23,54518,3,4,4,3,4,4,4,4,4,3,4,2,1,3,5,5,1,2,4,4,1,4,4,3,3,3,4,3,2,3,3,1,1,5,5,4,3,3,2,5,4,5,4,5,4,1,4,4,3,4,5,1,1,4,4,4,3,3,4,4,5,4
"290","4/25/18 2:16","4/25/18 2:21",0,"199.192.152.236",100,304,1,"4/25/18 2:21","R_3g6nWvXPpOL1Sqi",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,60.207,60.207,63.263,1,"21",5.262,87.571,90.052,21,2.194,73.406,75.02,21,3.036,67.678,69.929,21,54367,2,4,3,4,5,2,4,4,5,4,4,4,4,3,4,4,5,4,4,4,1,5,4,4,4,4,4,2,3,4,4,4,2,3,4,4,2,5,1,5,4,5,5,5,4,2,3,4,4,4,4,4,2,3,4,4,3,3,3,4,2,4
"291","4/25/18 8:32","4/25/18 8:36",0,"173.19.227.45",100,282,1,"4/25/18 8:36","R_3isVILti0uyWR7B",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,20.83,20.83,24.342,1,"20",3.984,72.092,73.737,22,8.219,95.446,97.535,27,3.702,77.86,79.421,23,55176,5,4,4,4,4,4,5,4,4,1,5,3,3,3,4,4,5,3,5,4,1,5,4,5,4,4,3,2,1,4,4,3,4,5,2,4,3,1,1,2,4,2,3,5,4,3,4,4,3,4,4,1,1,3,5,3,3,4,1,5,5,4
"293","4/25/18 9:54","4/25/18 10:02",0,"146.7.4.91",100,432,1,"4/25/18 10:02","R_eFNBgEGxJa70H3b",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,14.059,32.52,33.007,2,"19",14.617,133.019,137.251,25,22.905,129.576,131.366,20,26.321,122.164,123.931,21,55241,4,3,4,5,5,5,4,4,4,3,4,5,3,4,5,5,3,5,4,5,1,4,4,4,3,3,4,2,3,4,3,2,4,3,3,5,4,1,2,3,4,4,4,2,3,2,5,3,5,5,3,4,3,4,4,4,3,4,4,5,3,3
"294","4/25/18 10:46","4/25/18 10:52",0,"146.7.4.72",100,363,1,"4/25/18 10:52","R_en8ma0HRpCOjlDj",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,14.836,14.836,28.734,1,"22",8.03,87.88,95.572,21,20.824,110.912,112.296,20,9.884,121.022,122.966,22,54651,4,4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,3,3,4,4,1,3,4,4,2,3,4,1,3,4,4,2,4,3,3,4,3,3,2,3,4,4,3,4,4,2,2,4,3,4,3,3,1,3,4,4,3,5,5,3,4,2
"295","4/25/18 10:57","4/25/18 11:05",0,"146.7.4.86",100,464,1,"4/25/18 11:05","R_22Xp3ZPrcWEmRVu",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.469,2.469,4.113,1,"18",5.865,145.891,148.058,23,8.077,136.737,138.375,21,7.838,168.804,170.932,22,55294,5,4,4,5,5,4,3,5,4,3,5,5,1,3,5,5,5,3,5,3,1,5,5,5,3,3,4,2,2,4,3,1,2,5,3,4,4,3,1,4,4,4,4,3,5,4,4,5,4,5,5,3,1,5,5,5,3,5,5,4,2,5
"297","4/25/18 12:41","4/25/18 12:46",0,"146.7.45.19",100,299,1,"4/25/18 12:46","R_1jPWp2bu11fiSSh",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.762,2.762,15.149,1,"19",4.008,81.186,82.931,24,8.472,107.194,109.592,22,3.858,85.223,86.574,25,55261,4,5,4,4,5,5,5,5,5,5,5,1,1,5,4,5,1,2,5,4,1,5,5,5,5,4,5,5,1,5,3,1,5,5,4,5,3,1,1,2,4,3,1,3,5,3,5,5,3,5,1,3,1,5,5,5,3,5,5,5,3,4
"298","4/25/18 13:15","4/25/18 13:20",0,"146.7.113.138",100,319,1,"4/25/18 13:21","R_3kAkm9vjM6kgnk3",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.457,3.457,5.912,1,"19",21.646,113.849,115.378,21,6.926,92.595,94.131,25,3.716,97.427,98.754,23,54350,2,3,4,3,4,2,3,3,2,3,3,2,2,3,4,3,2,2,3,2,1,3,3,4,2,3,4,2,1,4,3,2,4,2,2,4,3,2,2,2,4,1,3,4,2,3,1,2,4,4,4,4,1,3,3,3,3,4,2,3,2,3
"299","4/25/18 13:32","4/25/18 13:38",0,"146.7.4.89",100,390,1,"4/25/18 13:38","R_u1H8QRK8LuifCFP",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,34.703,34.703,39.022,1,"18",8.922,100.728,102.411,26,5.006,91.926,94.142,25,7.432,153.907,155.07,24,55157,5,5,5,4,5,5,4,5,5,2,4,2,2,4,5,5,5,4,5,5,1,5,4,4,5,4,5,2,3,5,4,5,1,2,2,5,2,3,2,4,4,2,3,2,4,1,5,5,5,4,4,5,4,5,4,5,3,5,5,5,1,5
"301","4/25/18 16:37","4/25/18 16:42",0,"146.7.4.88",100,295,1,"4/25/18 16:42","R_27UnjQ3wPuKc9RA",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,18.526,18.526,20.79,1,"19",19.846,94.328,95.728,26,7.328,82.178,84.31,25,9.758,90.474,91.938,23,55177,4,4,3,5,4,4,3,4,5,4,5,5,2,4,4,4,5,5,5,4,1,4,4,4,3,3,4,1,3,4,3,4,4,4,4,4,2,4,1,5,4,5,5,4,4,2,3,3,4,4,5,5,4,4,4,3,3,5,4,5,4,3
"304","4/25/18 19:20","4/25/18 19:22",0,"146.7.4.87",100,81,1,"4/25/18 19:22","R_3ET2AMN6sPmDxxX",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.884,3.884,14.681,1,"19",7.112,18.515,20.27,22,1.152,12.107,13.983,22,2.296,19.282,21.214,22,55278,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5
"305","4/25/18 19:17","4/25/18 19:24",0,"146.7.4.84",100,379,1,"4/25/18 19:24","R_1mgFBAaRsYCK6Pa",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.19,5.19,21.704,1,"19",3.998,119.464,123.112,21,3.266,113.892,117.214,20,18.42,131.572,133.756,23,55274,5,3,4,3,5,3,5,4,4,1,4,5,1,3,3,2,5,5,4,4,1,4,4,5,3,3,4,1,1,1,2,4,4,3,4,4,1,4,1,5,4,5,4,2,3,1,3,1,1,3,3,5,2,3,2,4,3,4,3,3,1,5
"306","4/25/18 19:41","4/25/18 19:47",0,"146.7.4.92",100,362,1,"4/25/18 19:47","R_1itCRIidfUbDIGP",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.843,4.843,7.316,1,"18",2.971,128.02,130.737,23,9.337,122.039,123.848,23,6.309,93.726,95.195,22,55151,4,5,4,5,4,4,5,4,4,4,5,5,1,3,5,5,5,5,4,4,1,4,4,4,4,5,5,1,3,4,3,1,5,2,5,4,3,5,1,5,4,5,5,4,5,2,5,4,3,5,5,1,1,4,3,4,3,5,3,5,1,5
"307","4/25/18 19:46","4/25/18 19:53",0,"107.223.148.235",100,415,1,"4/25/18 19:53","R_AMouappwPv6vJXr",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,7.259,18.139,20.445,3,"19",0.005,79.76,80.894,26,8.361,188.263,189.985,24,8.234,101.379,102.917,24,54764,2,3,3,3,4,2,3,4,4,2,2,3,3,3,4,3,3,1,2,3,1,4,3,3,3,2,3,1,1,2,2,5,2,1,3,4,3,3,1,3,4,2,3,1,3,1,3,3,2,4,1,5,1,1,4,2,3,2,4,3,1,4
"308","4/25/18 20:23","4/25/18 20:36",0,"146.7.4.89",100,773,1,"4/25/18 20:36","R_211imq8eEGk849k",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,22.55,22.55,28.428,1,"19",12.613,307.731,315.172,21,6.028,147.167,148.878,22,167.815,299.371,300.694,22,55335,4,2,3,4,4,3,4,4,4,1,5,3,2,2,4,2,4,3,4,4,1,4,3,2,3,4,4,1,2,2,1,1,5,4,1,4,1,4,1,4,4,3,3,1,4,3,3,4,2,4,2,5,1,3,3,4,3,4,5,4,1,4
"311","4/25/18 21:12","4/25/18 21:18",0,"208.87.237.180",100,358,1,"4/25/18 21:18","R_09DC4rLFbiBDsbL",NA,NA,NA,NA,42.05340576,-88.05400085,"anonymous","EN",1,9.748,9.748,18.081,1,"22",2.57,22.095,23.488,21,18.675,291.749,293.853,20,3.533,21.03,22.488,20,54569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"312","4/25/18 23:51","4/25/18 23:57",0,"146.7.4.82",100,400,1,"4/25/18 23:57","R_BKwYbPnHnjgBuKd",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.477,7.477,12.102,1,"19",9.343,178.758,180.619,23,8.662,101.191,103.463,22,24.142,104.029,105.08,20,55809,5,4,4,4,4,4,5,4,4,2,5,5,1,3,4,4,5,5,5,4,1,4,4,4,3,4,4,1,1,4,2,1,5,4,4,5,2,4,1,5,4,5,5,5,4,2,4,3,4,4,5,4,4,4,4,4,3,4,3,4,2,4
"313","4/26/18 10:40","4/26/18 10:45",0,"75.98.102.140",100,290,1,"4/26/18 10:45","R_2dzE0FYhuOView3",NA,NA,NA,NA,37.20610046,-93.30319977,"anonymous","EN",1,3.641,3.641,9.48,1,"27",7.72,90.15,91.209,22,10.247,98.41,101.042,20,6.364,82.494,84.185,20,54703,3,3,3,3,4,3,3,4,4,2,1,1,1,3,4,4,2,2,4,4,2,3,4,3,2,2,3,2,1,3,4,1,3,3,3,3,3,1,1,1,4,3,1,1,3,3,3,3,3,4,2,2,1,3,4,3,3,4,4,3,2,5
"314","4/26/18 11:43","4/26/18 11:49",0,"146.7.4.84",100,404,1,"4/26/18 11:49","R_2Y51E6Bqu20yFfQ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.466,49.218,53.893,3,"18",3.066,97.408,99.47,21,5.94,113.928,116.783,25,42.935,127.023,128.769,20,54825,5,4,5,5,3,4,4,5,4,3,5,5,5,4,5,4,5,5,5,5,1,5,4,4,4,3,5,2,3,5,4,1,5,5,5,5,4,5,3,5,4,4,5,5,5,5,3,3,4,5,5,4,4,4,3,4,3,5,5,5,5,2
"315","4/26/18 12:05","4/26/18 12:11",0,"146.7.4.83",100,376,1,"4/26/18 12:11","R_12ykaGmVW4niD9l",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.704,7.704,10.649,1,"19",7.614,147.422,149.119,24,13.639,107.185,109.766,20,6.231,96.752,98.126,21,55178,4,3,2,3,5,4,5,4,4,3,4,5,4,3,2,3,5,4,5,4,1,4,4,4,3,2,5,1,1,4,2,5,4,4,4,4,3,3,1,5,2,4,4,4,4,2,3,4,3,3,4,4,2,3,2,4,3,4,4,3,3,3
"318","4/26/18 13:52","4/26/18 13:58",0,"146.7.4.78",100,380,1,"4/26/18 13:58","R_3HuhnhJsHJSZcj6",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.351,6.351,28.786,1,"20",6.918,100.738,105.553,23,15.526,134.773,138.416,23,13.216,106.305,107.938,22,54883,4,5,5,5,5,5,3,4,4,4,4,2,1,4,5,5,3,5,3,4,1,5,3,4,3,5,5,2,1,4,4,1,4,4,2,5,5,4,1,2,4,1,2,1,4,2,3,5,4,5,2,2,1,4,3,3,3,1,1,5,4,5
"319","4/26/18 15:18","4/26/18 15:24",0,"99.203.28.205",100,356,1,"4/26/18 15:24","R_XufaaxT4D123ZUR",NA,NA,NA,NA,38.61340332,-90.29070282,"anonymous","EN",1,1.282,6.53,7.979,7,"19",0.67,135.445,139.314,83,0.93,99.088,99.188,70,0.892,100.852,100.933,71,54650,1,4,4,4,3,4,3,4,4,2,4,5,1,2,4,4,5,4,4,2,1,4,4,3,4,4,4,1,2,2,3,1,3,4,5,4,2,4,1,5,4,4,2,4,5,2,4,2,2,4,5,4,1,4,4,4,3,4,2,2,2,4
"320","4/26/18 16:25","4/26/18 16:32",0,"146.7.4.89",100,432,1,"4/26/18 16:32","R_1MWp54KrFhXGhlv",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.206,5.39,7.631,2,"18",48.23,151.157,152.469,23,38.79,158.481,160.481,27,2.882,112.52,113.646,23,54853,2,2,4,4,4,4,5,4,4,2,1,1,1,2,4,4,1,1,5,4,1,5,4,4,4,4,5,1,3,4,2,1,5,5,5,5,2,2,1,1,4,1,1,2,4,4,2,4,4,4,1,2,1,2,4,4,3,2,4,2,4,4
"321","4/26/18 16:35","4/26/18 16:47",0,"146.7.4.85",100,734,1,"4/26/18 16:47","R_3EuM83glSKAFLaF",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,20.74,20.74,23.98,1,"19",10.45,202.641,205.633,23,7.567,96.11,98.356,21,220.295,411.829,414.11,21,55846,4,4,4,4,4,4,4,4,4,4,4,2,2,4,5,4,2,4,2,5,1,4,4,4,4,4,4,2,2,4,4,2,4,5,3,5,3,3,2,2,4,2,2,3,3,5,4,4,4,4,4,2,1,5,2,4,3,5,4,5,4,3
"322","4/26/18 17:17","4/26/18 17:30",0,"172.9.200.248",100,768,1,"4/26/18 17:30","R_2TSPoNfRzozW83f",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,2.967,16.285,19.713,4,"19",3.395,212.082,214.015,27,122.458,206.088,207.489,26,96.683,317.198,319.28,25,54664,3,4,5,5,5,3,5,4,4,3,5,5,1,4,5,5,5,5,4,4,1,4,4,4,4,2,4,2,1,4,3,2,5,5,5,5,2,5,1,5,2,5,5,5,5,3,5,4,4,4,5,2,5,4,2,4,3,4,3,5,5,5
"323","4/26/18 19:25","4/26/18 19:39",0,"104.60.119.63",100,860,1,"4/26/18 19:39","R_CgkpiNxm3VWq9Et",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,89.532,179.946,184.866,2,"51",19.254,190.35,193.15,23,9.141,171.621,173.969,20,20.608,224.376,231.615,21,54781,2,1,1,2,2,3,3,4,4,1,4,5,1,1,1,1,5,5,5,5,1,4,2,3,2,2,2,1,4,3,2,4,4,4,5,2,1,5,5,5,4,5,5,5,4,5,1,5,2,2,5,3,4,2,4,3,3,3,5,5,5,4
"325","4/26/18 20:12","4/26/18 20:17",0,"146.7.4.92",100,281,1,"4/26/18 20:17","R_vwpRlrzC7Fuvj6p",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.485,4.485,13.407,1,"18",10.685,103.474,105.065,28,9,76.457,78.581,25,10.419,80.256,81.482,23,54356,2,4,4,4,4,4,5,5,5,4,5,3,4,2,5,4,5,4,4,5,1,5,4,3,2,2,4,1,1,4,2,1,4,5,3,4,1,5,1,4,4,3,4,2,4,3,2,4,2,3,5,2,2,4,4,5,3,4,5,4,4,4
"326","4/26/18 22:27","4/26/18 22:47",0,"146.7.4.92",100,1187,1,"4/26/18 22:47","R_Z2FJ60iTEHBm8z7",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,220.274,220.274,224.414,1,"18",13.713,156.765,158.461,24,10.757,221.769,223.002,23,6.048,613.833,615.314,24,54752,4,4,4,4,5,4,5,4,4,5,4,1,1,4,5,5,4,3,5,4,1,5,5,4,4,4,5,4,1,4,4,1,4,4,4,5,4,3,1,1,4,3,3,3,4,3,4,3,3,4,4,5,1,4,3,3,3,4,3,4,1,4
"327","4/26/18 23:14","4/26/18 23:20",0,"146.7.4.87",100,329,1,"4/26/18 23:20","R_usROUdfHrwGJsit",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,19.587,19.587,24,1,"20",7.174,75.281,77.46,23,7.245,96.772,99.03,22,4.357,121.535,124.502,24,55361,1,1,1,1,1,1,4,1,1,1,4,5,1,1,1,1,5,5,1,1,1,1,3,2,4,1,4,1,1,1,1,4,3,4,3,2,1,5,3,5,4,4,5,3,4,1,2,1,1,1,5,5,4,1,2,1,3,1,4,1,1,4
"328","4/27/18 0:52","4/27/18 1:00",0,"146.7.4.87",100,518,1,"4/27/18 1:00","R_1pWMkb1MGuIT4Qy",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,8.995,35.799,38.679,2,"19",3.42,158.468,160.376,25,14.701,148.956,151.684,23,4.48,167.628,171.342,22,54627,4,4,4,3,5,4,4,4,4,3,4,4,2,3,4,4,4,3,4,4,1,5,4,5,3,3,5,3,4,4,3,1,4,3,4,4,3,3,1,4,4,4,4,3,4,2,3,4,3,4,4,2,1,4,4,4,3,5,4,4,4,3
"329","4/27/18 10:50","4/27/18 10:59",0,"174.234.140.110",100,539,1,"4/27/18 10:59","R_3PTCSpS63ZeW50Z",NA,NA,NA,NA,38.54910278,-90.31990051,"anonymous","EN",1,3.145,18.169,19.461,7,"32",28.921,259.403,261.59,62,7.509,130.066,133.596,50,6.32,120.644,130.564,54,54498,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,1,5,5,5,4,5,5,2,4,5,5,1,4,5,4,5,2,5,2,5,4,3,5,4,5,3,3,3,5,5,5,3,3,5,5,5,3,3,2,4,4,3
"330","4/27/18 10:56","4/27/18 11:03",0,"146.7.4.74",100,397,1,"4/27/18 11:03","R_3KrLozQVJdTBxPH",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.308,5.989,8.684,2,"18",4.946,110.694,111.502,23,6.181,121.596,123.507,20,10.58,149.824,152.852,23,55908,3,3,5,5,5,4,4,5,5,2,5,5,1,3,5,5,5,5,5,5,1,4,5,5,4,4,5,1,5,3,2,1,5,5,5,5,3,5,1,5,4,5,5,5,3,4,2,3,5,4,5,1,1,2,3,4,3,2,5,2,5,5
"331","4/27/18 11:02","4/27/18 11:09",0,"146.7.92.252",100,428,1,"4/27/18 11:09","R_w7qY9PAf1c8hb8d",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,62.046,77.019,101.085,4,"20",6.187,96.652,97.82,21,3.352,100.879,102.381,20,45.667,121.797,123.636,20,54578,1,3,4,5,4,3,4,4,4,2,3,4,5,3,4,4,4,4,4,4,1,4,3,4,4,2,5,2,1,2,3,1,2,4,4,4,2,4,1,5,4,3,5,4,4,5,3,5,3,4,4,1,1,2,1,4,3,2,2,3,5,4
"332","4/27/18 12:03","4/27/18 12:09",0,"174.234.141.183",100,361,1,"4/27/18 12:09","R_2cyP8icQQrwBmU1",NA,NA,NA,NA,38.51210022,-89.89980316,"anonymous","EN",1,38.953,38.953,41.371,1,"19",8.393,99.718,101.643,21,10.611,99.879,101.059,20,9.079,103.225,105.069,22,55740,2,2,5,5,4,4,5,4,5,2,5,5,1,5,5,5,5,5,5,2,1,3,4,5,4,3,4,1,2,3,4,1,2,3,4,5,2,5,1,5,4,5,5,5,3,1,3,4,3,4,3,5,1,3,5,3,3,3,5,4,1,5
"333","4/27/18 13:15","4/27/18 13:22",0,"146.7.4.92",100,444,1,"4/27/18 13:22","R_1hDW4FsgGiNJv9N",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,8.328,38.52,40.717,5,"19",6.271,123.207,124.807,26,4.577,137.851,139.483,21,23.259,145.917,147.768,23,55906,4,2,2,2,3,2,4,4,4,1,4,4,2,2,2,4,4,2,5,4,1,4,2,3,3,2,4,1,3,3,2,1,5,2,3,4,2,3,1,4,4,4,4,3,4,2,4,2,3,4,4,2,1,2,4,4,3,4,4,2,4,4
"334","4/27/18 13:28","4/27/18 13:32",0,"146.7.4.90",100,203,1,"4/27/18 13:32","R_2zwoirYZtfjNB4Y",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.243,2.243,4.285,1,"19",39.056,50.382,52.404,21,1.386,15.887,18.372,23,1.768,13.103,14.667,22,55917,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"335","4/27/18 17:44","4/27/18 17:50",0,"174.234.131.14",100,349,1,"4/27/18 17:50","R_3F4ExKBNJ5HIlF9",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,4.046,6.198,8.474,2,"27",4.151,127.238,128.509,26,4.266,80.195,81.127,25,4.089,120.13,121.222,28,55650,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,5,5,5,4,1,5,5,5,5,5,5,2,4,5,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5,1,4,5,4,5,4,4,4,5,3,4,3,4,5,5,1,1
"337","4/29/18 13:33","4/29/18 13:38",0,"173.23.80.49",100,299,1,"4/29/18 13:38","R_aWvEK4do8pQScw1",NA,NA,NA,NA,37.14889526,-93.26139832,"anonymous","EN",1,7.667,9.59,12.418,2,"20",6.002,79.71,82.108,21,9.348,84.106,86.293,20,7.467,101.461,103.613,22,54567,4,3,4,4,4,4,4,4,4,4,2,2,1,4,4,4,2,2,4,4,1,4,4,4,3,4,4,1,2,4,3,4,2,4,4,4,3,4,1,2,4,1,3,1,4,4,2,4,4,4,2,4,3,4,3,4,3,3,4,4,1,3
"338","4/29/18 14:53","4/29/18 15:02",0,"173.20.164.90",100,501,1,"4/29/18 15:02","R_3PFvWpKQeOrYsTz",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,13.774,13.774,20.65,1,"19",10.746,141.483,144.575,23,10.95,167.813,170.414,23,8.511,127.686,130.243,24,55269,2,3,4,4,3,1,5,4,3,2,3,5,1,1,5,4,3,3,3,4,1,5,1,1,1,2,4,1,1,3,1,1,4,3,5,4,1,1,1,5,4,4,5,5,5,3,1,3,2,5,4,4,1,3,1,3,3,3,5,5,1,4
"339","4/29/18 15:36","4/29/18 15:41",0,"146.7.4.89",100,315,1,"4/29/18 15:41","R_2eb4t8Zzm1Dy7tM",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.753,26.2,29.576,8,"19",12.539,108.345,110.487,24,5.982,88.382,89.535,25,8.023,76.112,83,23,55392,4,3,3,3,4,4,5,2,1,2,4,1,2,3,3,4,3,4,4,4,1,4,4,4,3,3,2,1,2,3,4,2,3,3,3,4,4,3,1,3,4,2,1,2,4,2,2,4,4,4,3,3,2,3,2,3,3,2,3,4,3,4
"340","4/29/18 17:24","4/29/18 17:33",0,"65.40.187.70",100,514,1,"4/29/18 17:33","R_2rH3tdNpmB1IhhE",NA,NA,NA,NA,38.52630615,-93.51930237,"anonymous","EN",1,9.245,13.2,16.635,4,"19",4.779,137.182,138.866,29,7.876,198.085,199.211,24,6.447,129.171,130.801,24,54844,4,3,4,4,4,2,4,5,5,2,4,3,3,3,4,5,3,2,4,4,1,4,3,3,3,4,5,1,1,4,3,2,4,5,3,4,1,2,1,3,4,3,3,4,4,2,3,3,3,4,3,5,2,3,4,4,3,4,4,4,2,3
"341","4/29/18 21:54","4/29/18 22:00",0,"68.78.45.107",100,324,1,"4/29/18 22:00","R_1E6zn4xtrwnuMGn",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,2.472,6.113,8.885,2,"38",5.804,114.603,115.678,21,21.679,112.072,114.336,20,15.679,80.31,82.968,20,54575,4,4,4,5,5,5,5,4,4,2,2,4,3,3,3,3,5,4,5,5,1,4,4,4,3,4,4,1,5,4,3,3,5,4,4,4,4,2,1,5,4,4,4,3,4,4,4,4,4,5,4,4,1,4,3,4,3,4,5,5,3,4
"342","4/30/18 0:45","4/30/18 0:47",0,"66.148.248.82",100,143,1,"4/30/18 0:47","R_2tgsbNha4iE9Iuh",NA,NA,NA,NA,37.14889526,-93.26139832,"anonymous","EN",1,4.631,4.631,7.733,1,"21",0.669,23.705,25.969,29,1.738,26.586,30.748,22,6.725,61.719,69.331,20,54565,4,3,2,3,3,3,4,3,4,4,3,3,3,4,2,3,3,3,4,2,3,3,3,2,3,3,3,3,4,4,4,2,4,2,2,3,4,3,3,3,2,2,4,2,3,4,3,4,4,2,3,2,3,3,2,2,3,3,3,3,4,5
